"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"1736307252938842606","1736292058057654402","1524187468438044673",,,"Sun Dec 17 08:48:02 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","ㅋㅋ 아니 이거 왜케 역대급으로 얼굴 찍혔냐 우리 로시 진짜 존잘일세......... 머리카락 좀 자랐다는 설정으로 스포츠머리에서 빗어낸 머리로 바꾸니까 더 잘어울리는듯 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 크으으 내새꾸",
"1736307000911491110","1736275845810118781","1524187468438044673",,,"Sun Dec 17 08:47:02 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","이거 혹시 어떻게 잘 선택하면 둘다 데려갈 수 있는건지 어떤건지 모르겠네 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 그래도 윌브렌한테 간드교 애들 사정 알아봐야하지 않겠냐고 말은 했던것 같은디..",
"1736294608383173031","1736294406171562010","1524187468438044673",,,"Sun Dec 17 07:57:48 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","일단 고타쉬 무력화는 시켰으니까 카자도르나 섀도 스토리 먼저 하고 가야겠음 아니면 용부터 잡으러 한번 가볼까",
"1736294406171562010",,,,,"Sun Dec 17 07:56:59 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","고타쉬쉑 뚜까 패긴 할건데 오린이 죽이라고 오더 내린거 보니까 무슨 따까리 된거 같아서 겁내 하기 싫네..",
"1736292517648445651",,,,,"Sun Dec 17 07:49:29 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","아나 썩을 이렇게 나란히 서있는거 레알 개빡치네 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ미조라 좀 꺼지라고 진짜 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ https://t.co/kp7yA9MTyV",
"1736292058057654402",,,,,"Sun Dec 17 07:47:40 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","아니 지금 칼리드 대해서 자헤이라랑 이야기 하고 있는데.. 진짜 연기가 아니라 살짝 울먹이는 음성이 들린 것 같음.. 실제 성우분도 좀 나이대가 있는걸로 알고 있는데 혹시나해갖고 찾아봤는데 관련 자료는 음서.. https://t.co/TYLIeEEqzB",
"1736280435410587738","1736257799544611141","1524187468438044673",,,"Sun Dec 17 07:01:28 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","대화 로그 백업하고 있는데 얘 아빠는 살렸는데 딸내미가 죽었서 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 환자어리마ㅓㅇ리ㅏㄴ https://t.co/sb4JROozyc",
"1736277708878090559",,,,,"Sun Dec 17 06:50:38 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","오멜룸 구해줘서 블러그 네랑도 잘 마무리된듯 오멜룸이 깊은 물에 대해 비이성적인 공포가 생겼다는게 웃겼음 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/DjDV2tXUtZ",
"1736275845810118781","1736271236408516739","1524187468438044673",,,"Sun Dec 17 06:43:14 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","결국 윌브렌 쫓아내는 엔딩밖에 안되넹.. 그럴것 같긴했음 암만 그래도 윌브렌이 잘못 뉘우치고 바커스 밑으로 들어가는건 레알 상상도 안돼서리.. 선한 엔딩이긴 한데.. 좀 맛이 쓰구나.. https://t.co/rdzqnyW8lx",
"1736271236408516739","1736270931138584864","1524187468438044673",,,"Sun Dec 17 06:24:55 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","일단 4는 시바 ㅈ빠지게 살렸던 곤드친구들 몰살엔딩이라 절대 선택권이 아니고.. 3은 아이언핸드 몰살이라 이것도 싫고.. 2는 아니 그래도 윌브렌은 아이언핸드들 어떻게든 부흥시키려고 한건데 쫓아내는건 좀 그렇잔슴.. 1밖에 내가 선택할 수 있는 선택지가 없어 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",
"1736270931138584864",,,,,"Sun Dec 17 06:23:42 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","아니 미친 선택지가 왜이모양임 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ https://t.co/E5cXm9wjMZ",
"1736260407726407920",,,,,"Sun Dec 17 05:41:54 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","ㅁㅊ 애기 쫓기는거 걍 일리시드 쓸걸 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 지혜 25라니 실화냐.. 튕겨져 나오자마자 일단 뇌 들은건 전ㄴ부 다 뿌섯는데 어케.. 좀.. 됏을라나..ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ https://t.co/5gMIaLO9ja",
"1736257799544611141","1736244690440302693","1524187468438044673",,,"Sun Dec 17 05:31:32 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","스틸워치 폭파에서 구하려고 그 구체 썼는데 하필 체력이 ㅠㅠ 1 남아갖고 ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 하.. 진짜 연구층 다 살리기 넘 힘든듯 https://t.co/4furum49Ik",
"1736244690440302693","1736242913997410630","1524187468438044673",,,"Sun Dec 17 04:39:26 +0000 2023","<a href="https://mobile.twitter.com" rel="nofollow">Twitter Web App</a>","로와 대체 왜 문에서 죽어있나 했더니 1층 싸움 끝나고 갑자기 얘가 우다다 통로로 가더니 밖으로 나가버리더라 ㅠㅠ 근처 스틸워치 안죽여놓으면 걍 싸우다 죽어버리는듯... 얘가 나가서 쌈 걸리니까 나머지 애들도 우다다 가서 싸우는데 진짜 아까 개 놀랐다고 ㅠㅠ https://t.co/c0ke8e8dQO",
